© 2000-2018 QIAGEN. All rights reserved.															
Symbol	Synonym(s)	Entrez Gene Name	Gene Symbol - human (HUGO / HGNC / Entrez Gene)	Expr Other	Expr Log Ratio	Expr p-value	Location	Family	Drugs	Entrez Gene ID for Human	Entrez Gene ID for Mouse	Entrez Gene ID for Rat	PubChem ID	HMDB ID	CAS ID
miR-453 (and other miRNAs w/seed GGUUGCC)	hsa-miR-656-5p, miR-453, mmu-miR-453, mmu-miR-496*, mmu-miR-496-5p, mmu-miR-496a-5p						Cytoplasm	mature microRNA							
miR-4532 (miRNAs w/seed CCCGGGG)	hsa-miR-4532						Cytoplasm	mature microRNA							
miR-4640-3p (miRNAs w/seed ACCCCCU)	hsa-miR-4640-3p						Cytoplasm	mature microRNA							
miR-4640-5p (and other miRNAs w/seed GGGCCAG)	hsa-miR-4640-5p, hsa-miR-4726-5p						Cytoplasm	mature microRNA							
miR-4641 (miRNAs w/seed GCCCAUG)	hsa-miR-4641						Cytoplasm	mature microRNA							
miR-4642 (miRNAs w/seed UGGCAUC)	hsa-miR-4642						Cytoplasm	mature microRNA							
miR-4645-5p (and other miRNAs w/seed CCAGGCA)	hsa-miR-4645-5p, hsa-miR-4673						Cytoplasm	mature microRNA							
miR-4660 (miRNAs w/seed GCAGCUC)	hsa-miR-4660						Cytoplasm	mature microRNA							
miR-4669 (miRNAs w/seed GUGUCCG)	hsa-miR-4669						Cytoplasm	mature microRNA							
miR-4676-5p (and other miRNAs w/seed AGCCAGU)	hsa-miR-4676-5p, hsa-miR-575, miR-575						Cytoplasm	mature microRNA							
miR-4707-5p (miRNAs w/seed CCCCGGC)	hsa-miR-4707-5p						Cytoplasm	mature microRNA							
miR-4717-3p (miRNAs w/seed CACAUGG)	hsa-miR-4717-3p						Cytoplasm	mature microRNA							
miR-4747-3p (miRNAs w/seed AGGCCCG)	hsa-miR-4747-3p						Cytoplasm	mature microRNA							
miR-4751 (miRNAs w/seed GAGGACC)	hsa-miR-4751						Cytoplasm	mature microRNA							
miR-4763-5p (miRNAs w/seed GCCUGCC)	hsa-miR-4763-5p						Cytoplasm	mature microRNA							
miR-512-5p (miRNAs w/seed ACUCAGC)	hsa-miR-512-5p, miR-512-5p						Cytoplasm	mature microRNA							
miR-5131 (and other miRNAs w/seed GGCGCCC)	hsa-miR-6789-3p, mmu-miR-5131						Cytoplasm	mature microRNA							
miR-516a-5p (miRNAs w/seed UCUCGAG)	hsa-miR-516a-5p, miR-516a-5p						Cytoplasm	mature microRNA							
miR-5192 (miRNAs w/seed GGAGAGU)	hsa-miR-5192						Other	mature microRNA							
miR-541-3p (and other miRNAs w/seed GGUGGGC)	hsa-miR-541, hsa-miR-541-3p, hsa-miR-654, hsa-miR-654-5p, miR-541, miR-654-5p						Cytoplasm	mature microRNA							
miR-5689 (miRNAs w/seed GCAUACA)	hsa-miR-5689						Other	mature microRNA							
miR-5704 (miRNAs w/seed UAGGCCA)	hsa-miR-5704						Other	mature microRNA							
miR-574-3p (miRNAs w/seed ACGCUCA)	hsa-miR-574, hsa-miR-574-3p, miR-574-3p, mmu-miR-574-3p						Cytoplasm	mature microRNA							
miR-589-5p (and other miRNAs w/seed GAGAACC)	hsa-miR-589, hsa-miR-589-5p, miR-589, mmu-miR-7217-3p						Cytoplasm	mature microRNA							
miR-602 (miRNAs w/seed ACACGGG)	hsa-miR-602, miR-602						Cytoplasm	mature microRNA							
miR-6132 (and other miRNAs w/seed GCAGGGC)	hsa-miR-6132, hsa-miR-6836-5p						Cytoplasm	mature microRNA							
miR-615-5p (and other miRNAs w/seed GGGGUCC)	hsa-miR-615-5p, miR-615-5p, mmu-miR-615-5p, rno-miR-615						Cytoplasm	mature microRNA							
miR-6511b-5p (and other miRNAs w/seed UGCAGGC)	hsa-miR-6511b-5p, hsa-miR-6811-5p						Cytoplasm	mature microRNA							
miR-6721-5p (miRNAs w/seed GGGCAGG)	hsa-miR-6721-5p						Cytoplasm	mature microRNA							
miR-6746-3p (miRNAs w/seed AGCCGCC)	hsa-miR-6746-3p						Cytoplasm	mature microRNA							
miR-6752-3p (miRNAs w/seed CCCUGCC)	hsa-miR-6752-3p						Cytoplasm	mature microRNA							
miR-6762-3p (miRNAs w/seed GGCUGCU)	hsa-miR-6762-3p						Cytoplasm	mature microRNA							
miR-6769a-3p (miRNAs w/seed AGCCCCU)	hsa-miR-6769a-3p						Cytoplasm	mature microRNA							
miR-6776-3p (miRNAs w/seed AACCACC)	hsa-miR-6776-3p						Cytoplasm	mature microRNA							
miR-6777-5p (and other miRNAs w/seed CGGGGAG)	hsa-miR-6777-5p, hsa-miR-6889-5p						Cytoplasm	mature microRNA							
miR-6786-5p (miRNAs w/seed CGGUGGG)	hsa-miR-6786-5p						Cytoplasm	mature microRNA							
miR-6798-5p (miRNAs w/seed CAGGGGG)	hsa-miR-6798-5p						Cytoplasm	mature microRNA							
miR-6801-3p (and other miRNAs w/seed CCCCUGC)	hsa-miR-6801-3p, hsa-miR-6810-3p						Cytoplasm	mature microRNA							
miR-6882-3p (miRNAs w/seed GCUGCCU)	hsa-miR-6882-3p						Cytoplasm	mature microRNA							
miR-6886-5p (miRNAs w/seed CCGCAGG)	hsa-miR-6886-5p						Cytoplasm	mature microRNA							
miR-7154-3p (miRNAs w/seed GGAGGAC)	hsa-miR-7154-3p						Cytoplasm	mature microRNA							
miR-760-3p (and other miRNAs w/seed GGCUCUG)	hsa-miR-760, miR-760, miR-760-3p, mmu-miR-7239-3p, mmu-miR-760, mmu-miR-760-3p, rno-miR-760-3p						Cytoplasm	mature microRNA							
miR-7976 (miRNAs w/seed GCCCUGA)	hsa-miR-7976						Cytoplasm	mature microRNA							
miR-874-3p (miRNAs w/seed UGCCCUG)	hsa-miR-874, hsa-miR-874-3p, miR-874, mmu-miR-874, mmu-miR-874-3p, rno-miR-874, rno-miR-874-3p						Cytoplasm	mature microRNA							
mitomycin C	1404-00-8, 144085-53-0, 50-07-7, 74349-48-7, 7481-68-7, Ametycin, Ametycine, azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-1,1a,2,8,8a,8b-hexahydro-8-(hydroxymethyl)-8a-methoxy-5-methyl-, carbamate (ester), azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-8-(((aminocarbonyl)oxy)methyl)-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methyl-, (1aS,8S,8aR,8bS)-, azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-8-(((aminocarbonyl)oxy)methyl)-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methyl-, (1aS-(1aalpha,8beta,8aalpha,8balpha))-, C15H18N4O5, Mit-C, Mito-C, Mitocin-C, Mitogel, mitomycin, Mitomycin C, Mitomycin-C, Mitomycinum, Mitomycinum C, Mitosol, Mitozytrex, MMC, MP77-08, Muamycin, Mutamycin, Mytomycin, Mytozytrex, NSC 26980, RTGel with mitomycin C, RTGel with MMC, SR mitomycin C, sustained-release mitomycin C gel formulation, sustained-release mitomycin C hydrogel formulation						Other	chemical drug					5746	HMDB0014450	1404-00-8
MKK3/6	Mkk3/6 (mitogen activated protein kinase kinase 3/6), MKK3/MKK6						Cytoplasm	group							
MKNK1	2410048M24Rik, MAP kinase-interacting serine/threonine kinase 1, MNK1	MAP kinase interacting serine/threonine kinase 1	MKNK1	109.2007942	-2.568436015	1.43146E-26	Cytoplasm	kinase	BAY1143269, eFT508	8569	17346	500526			
MKNK2	2010016G11Rik, DKFZP434N0211, GPRK7, MAP kinase-interacting serine/threonine kinase 2, MNK2	MAP kinase interacting serine/threonine kinase 2	MKNK2	3053.170265	0.376178517	1.47823E-08	Cytoplasm	kinase	eFT508	2872	17347	299618			
MKP1/5							Cytoplasm	group							
MNK1/2	Mknk, Mnk						Cytoplasm	group							
MSK1/2							Nucleus	group							
MTORC1							Cytoplasm	complex	everolimus/exemestane, everolimus/panobinostat, everolimus/pasireotide, DCBCI0901, DS-3078a, ABTL0812, everolimus/sorafenib, BI 860585, everolimus/gefitinib, everolimus/lenvatinib, everolimus, everolimus/fulvestrant, everolimus/letrozole						
MTREX	2610528A15Rik, Dob1, fSAP118, KIAA0052, mKIAA0052, Mtr4, Mtr4 exosome RNA helicase, RGD1305984, SKIV2L2, superkiller viralicidic activity 2-like 2 (S. cerevisiae)	Mtr4 exosome RNA helicase	SKIV2L2	3954.345832	0.520381745	7.45965E-26	Nucleus	other		23517	72198	365668			
MYB	AI550390, c-myb CDS, Cmyb, efg, M16449, MYB proto-oncogene, transcription factor, myeloblastosis oncogene	MYB proto-oncogene, transcription factor	MYB	83.13078192	-1.229002493	1.75947E-06	Nucleus	transcription regulator		4602	17863				
MYH6	A830009F23RIK, AA517445, Alpha MyHC, alpha-MHC, ASD3, Cardiac alpha myosin heavy-chain, Cardiac myosin heavy chain, Cardiac _ myosin heavy-chain, CMD1EE, CMH14, MHC6 alpha, MHC6 _, MYHC, MYHCA, myosin heavy chain 6, Myosin Heavy Chain alpha, Myosin Heavy Chain _, myosin, heavy polypeptide 6, cardiac muscle, alpha, myosin, heavy polypeptide 6, cardiac muscle, _, SSS3, _ MyHC, _ Myosin Heavy Chain, _-MHC	myosin heavy chain 6					Cytoplasm	enzyme		4624	17888	29556			
Nfat (family)	Nfat factors, Nuclear factor of activated Tcells						Cytoplasm	group							
NFATC4	3110041H08Rik, AW107667, AW546455, NF-AT3, nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4, nuclear factor of activated T-cells 4	nuclear factor of activated T cells 4	NFATC4	1172.36223	-0.212516348	0.023644986	Nucleus	transcription regulator		4776	73181	305897			
NFE2L2	BM974200, HEBP1, IMDDHH, NRF2, nuclear factor, erythroid 2-like 2, nuclear factor, erythroid derived 2, like 2	nuclear factor, erythroid 2 like 2	NFE2L2	2378.316153	0.19226419	0.000716144	Nucleus	transcription regulator	RTA 408	4780	18024	83619			
NGF	2.5S NGF, Beta-NGF, HSAN5, nerve growth factor, Nerve growth factor, _, Ngf beta, Ngf _, NGFB, _-nerve growth factor, _-NGF	nerve growth factor					Extracellular Space	growth factor	tanezumab	4803	18049	310738			
NGFR	CD271, FL-P75NTR, fNGFR, Gp80-LNGFR, LNGFR, nerve growth factor receptor, nerve growth factor receptor (TNFR superfamily, member 16), Ngf Receptor Subtype1, Np75, P75, p75 NEUROTROPHIN receptor, p75(NTR), p75lnfgr, p75LNGFR, p75NGFR, p75NTR, RNNGFRR, TNFRSF16	nerve growth factor receptor	NGFR	8.78529448	0.46928577	0.497960536	Plasma Membrane	transmembrane receptor		4804	18053	24596			
NLK	AI194375, LOC100044468, nemo like kinase, RGD1561602	nemo like kinase	NLK	1459.380274	0.730843618	2.49039E-24	Nucleus	kinase		51701	18099	497961			
NOXA1	NADPH oxidase activator 1, NY-CO-31, p51NOX, SDCCAG31	NADPH oxidase activator 1	NOXA1	156.1149966	-0.798665425	3.21812E-06	Plasma Membrane	other		10811	241275	311793			
NPPA	ANF, ANP, ANPs, ATFB6, Atrial natriuretic factor, Atrial Natriuretic Peptide Prohormone, Atrial natriuretic peptides, ATRST2, CDD, CDD-ANF, CDP, natriuretic peptide A, natriuretic peptide type A, PND, Prepronatriodilatin, RATANF	natriuretic peptide A					Extracellular Space	other		4878	230899	24602			
Nppb	AA408272, BNF, BNP, Brain natriuretic peptide, Natriuretic factor, natriuretic peptide B, natriuretic peptide type B	natriuretic peptide type B					Other	other			18158	25105			
NPR1	AI893888, ANPa, ANPRA, Gc alpha, Gc _, GC-A, Guanylate cyclase, GUC2A, GUCY2A, natriuretic peptide receptor 1, NPR-A, Pndr	natriuretic peptide receptor 1					Plasma Membrane	enzyme	nitroglycerin, isosorbide dinitrate, nitroprusside, nesiritide, hydralazine/isosorbide dinitrate	4881	18160	24603			
NR2E1	fierce, frc, Mtl1, Mtll, nuclear receptor subfamily 2 group E member 1, nuclear receptor subfamily 2, group E, member 1, tailless, TLL, TLX, XTLL	nuclear receptor subfamily 2 group E member 1					Nucleus	ligand-dependent nuclear receptor		7101	21907	684085			
OBSL1	CLONE 23584, KIAA0657, obscurin-like 1, RGD1306073	obscurin like 1	OBSL1	3429.126122	0.497744776	1.26627E-15	Cytoplasm	other		23363		363259			
P38 MAPK	P38, p38 MAP KINASE, P38 MITOGEN-ACTIVATED protein KINASE						Cytoplasm	group							
p38 Sapk							Cytoplasm	group	p38 stress-activated kinase inhibitor						
PAK1	Alpha Pak, AW045634, Muk2, p21 (RAC1) activated kinase 1, p21 protein (Cdc42/Rac)-activated kinase 1, Pak, PAK _, PAK1B, PAK20, PAKA, PAKalpha, _ Pak	p21 (RAC1) activated kinase 1	PAK1	3601.72486	0.091795216	0.048261559	Cytoplasm	kinase		5058	18479	29431			
PAK2	5330420P17RIK, A130002K10Rik, AI836325, D16Ertd269e, gamma-PAK, LOC100910732, mKIAA4182, p21 (RAC1) activated kinase 2, p21 activated protein kinase _, p21 protein (Cdc42/Rac)-activated kinase 2, PAK _, PAK65, PAKgamma, serine/threonine-protein kinase PAK 2-like, _-PAK	p21 (RAC1) activated kinase 2	PAK2	3713.385107	-0.339565537	6.82836E-11	Cytoplasm	kinase		5062	224105	100910732			
PAK3	ARA, beta-PAK, bPAK, LOC100129569, LOC104968398, MRX30, MRX47, OPHN3, p21 (RAC1) activated kinase 3, p21 protein (Cdc42/Rac)-activated kinase 3, Pak _, PAK3beta, Pak65alpha, Pak65beta, Stk4, _-PAK	p21 (RAC1) activated kinase 3	PAK3	1074.125763	-1.409030665	1.41302E-74	Cytoplasm	kinase		5063	18481	29433			
PAK4	5730488L07Rik, AW555722, mKIAA1142, p21 (RAC1) activated kinase 4, p21 protein (Cdc42/Rac)-activated kinase 4	p21 (RAC1) activated kinase 4	PAK4	3488.800329	0.461377126	3.94125E-11	Cytoplasm	kinase	PF-3758309, KPT-9274	10298	70584	292756			
PDX1	GSF, Gstf, IDX-1, IPF-1, IPF2, IUF1, MODY4, PAGEN1, pancreatic and duodenal homeobox 1, STF-1, _-TF1	pancreatic and duodenal homeobox 1					Nucleus	transcription regulator		3651	18609	29535			
PKN1	DBK, F730027O18Rik, PAK-1, PKN, PKN-ALPHA, PKN-_, PRK1, PRKCL1, protein kinase N1, Stk3	protein kinase N1	PKN1	3331.297766	-0.224077493	0.001911016	Cytoplasm	kinase		5585	320795	29355			
PLAG1	PLAG1 zinc finger, pleiomorphic adenoma gene 1, PSA, SGPA, ZNF912	PLAG1 zinc finger	PLAG1	605.6511413	-0.114681309	0.388832096	Nucleus	transcription regulator		5324	56711	297804			
plicamycin	(2S,3S)-2-[(2S,4R,5R,6R)-4-[(2S,4R,5R,6R)-4-[(2S,4S,5R,6R)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]oxy-3-[(1S,3S,4R)-3,4-dihydroxy-1-methoxy-2-oxopentyl]-6-[(2S,4R,5R,6R)-4-[(2S,4R,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]oxy-8,9-dihydroxy-7-methyl-3,4-dihydro-2H-anthracen-1-one, (2S-(2alpha,3beta(1R*,3R*,4S*)))-6-((2,6-Dideoxy-3-O-(2,6-dideoxy-beta-D-arabino-hexopyranosyl)-beta-D-arabino-hexopyranosyl)oxy)-2-((O-2,6-dideoxy-3-C-methyl-beta-D-ribo-hexopyranosyl-(1->4)-O-2,6-dideoxy-alpha-D-lyxo-hexopyranosyl-(1->3)-2,6-dideoxy-beta-D-arabino-hexopyranosyl)oxy)-3-(3,4-dihydroxy-1-methyl-2-oxopentyl)-3,4-dihydro-8,9-dihydroxy-7-methyl-1(2H)-anthracenone, (2S-(2alpha,3beta(1R*,3R*,4S*)))-6-((2,6-Dideoxy-3-O-(2,6-dideoxy-_-D-arabino-hexopyranosyl)-_-D-arabino-hexopyranosyl)oxy)-2-((O-2,6-dideoxy-3-C-methyl-_-D-ribo-hexopyranosyl-(1->4)-O-2,6-dideoxy-_-D-lyxo-hexopyranosyl-(1->3)-2,6-dideoxy-_-D-arabino-hexopyranosyl)oxy)-3-(3,4-dihydroxy-1-methyl-2-oxopentyl)-3,4-dihydro-8,9-dihydroxy-7-methyl-1(2H)-anthracenone, 18378-89-7, C52H76O24, mirtramycin A, Mithracin, Mithramycin, mithramycin A, mythromicin A						Other	chemical drug					29051	HMDB0015682	18378-89-7
PML	1200009E24Rik, AI661194, PP8675, promyelocytic leukaemia, promyelocytic leukemia, RGD1562602, RNF71, TRIM19	promyelocytic leukemia	PML	1128.286167	-0.747316592	4.50055E-13	Nucleus	transcription regulator	arsenic trioxide	5371	18854	315713			
POLR3D	2810426M17Rik, AI326118, AW489084, BN51, BN51T, polymerase (RNA) III (DNA directed) polypeptide D, RNA polymerase III subunit D, RPC4, RPC53, TSBN51	RNA polymerase III subunit D	POLR3D	1401.505902	0.507764761	2.07459E-16	Nucleus	transcription regulator		661	67065	306012			
PPARGC1A	A830037N07RIK, Gm11133, LEM6, peroxisome proliferative activated receptor, gamma, coactivator 1 alpha, peroxisome proliferative activated receptor, _, coactivator 1 _, Peroxisome Proliferator-Activating Receptor Gamma Coactivator 1 Alpha, Peroxisome Proliferator-Activating Receptor _ Coactivator 1 _, Peroxisome Proliferator-Activating Receptor _ Coactivator 1alpha, PGC-1, PGC-1(alpha), PGC-1(_), PGC-1alpha, Pgc-1alpha-a, PGC-1v, PGC-1_, PGC1A, Pgco1, ppar _ coactivator 1, PPARG coactivator 1 alpha, PPARG coactivator 1 _, PPARGC1, PPARGC-1-alpha, PPARGC-1-_	PPARG coactivator 1 alpha	PPARGC1A	126.0375209	-0.314658771	0.06843081	Nucleus	transcription regulator		10891	19017	83516			
PRDX1	ENHANCER, Enhancer protein, Hbp23, MSP23, NKEF-A, OSF-3, PAG, PAGA, PAGB, PEROXIREDOXIN 1, peroxiredoxin 1-like 1, PEROXYREDOXIN 1, Prdx1l1, PrdxI, PRX1, PRXI, TDPX2, TDX2, TPxA	peroxiredoxin 1	PRDX1	18768.57408	0.792687808	1.64572E-34	Cytoplasm	enzyme		5052	18477	117254|100363379			
PTGS2	Cox, COX-2, CYCLO-OXYGENASE 2, GRIPGHS, hCox-2, INDUCIBLE CYCLOOXYGENASE, PES-2, PGG/HS, PGH synthase 2, PGHS-2, Pgi2 synthase, Pgs2, Pgsi, PHS II, PHS-2, Prostaglandin endoperoxide synthase 2, TIS10	prostaglandin-endoperoxide synthase 2	PTGS2	53.33519514	-1.58149686	5.57837E-08	Cytoplasm	enzyme	acetaminophen/pentazocine, acetaminophen/clemastine/pseudoephedrine, aspirin/butalbital/caffeine, acetaminophen/caffeine/dihydrocodeine, aspirin/hydrocodone, aspirin/oxycodone, acetaminophen/aspirin/caffeine, aspirin/pravastatin, acetaminophen/dexbrompheniramine/pseudoephedrine, aspirin/meprobamate, aspirin/caffeine/propoxyphene, aspirin/butalbital/caffeine/codeine, aspirin/caffeine/dihydrocodeine, chlorpheniramine/ibuprofen/pseudoephedrine, licofelone, menatetrenone, icosapent, suprofen, lornoxicam, tiaprofenic acid, lumiracoxib, tenoxicam, naproxen/sumatriptan, apricoxib, parecoxib, ibuprofen/phenylephrine, acetaminophen/aspirin/codeine, esomeprazole/naproxen, aspirin/esomeprazole, aspirin/dipyridamole/telmisartan, famotidine/ibuprofen, aspirin/dabigatran etexilate, diclofenac/omeprazole, chlorpheniramine/ibuprofen/phenylephrine, dexamethasone/pomalidomide, sulindac/tamoxifen, sulindac/toremifene, raloxifene/sulindac, ketorolac/phenylephrine, aspirin/bivalirudin, diclofenac/hyaluronic acid, aspirin/clopidogrel, aspirin/omeprazole, aspirin/enoxaparin, aspirin/lisinopril, COX2 inhibitor, diclofenac/misoprostol, acetaminophen/butalbital/caffeine, hydrocodone/ibuprofen, acetaminophen/hydrocodone, acetaminophen/tramadol, acetaminophen/codeine, acetaminophen/oxycodone, acetaminophen/propoxyphene, niflumic acid, nitroaspirin, ketoprofen, diclofenac, etoricoxib, naproxen, meclofenamic acid, pomalidomide, meloxicam, celecoxib, ibuprofen/pseudoephedrine, diphenhydramine/ibuprofen, dipyrone, nimesulide, acetaminophen, mefenamic acid, bortezomib/dexamethasone/pomalidomide, diflunisal, ibuprofen, GW406381X, phenylbutazone, indomethacin, sulfasalazine, piroxicam, valdecoxib, aspirin, carprofen, zomepirac, rofecoxib, sorafenib/sulindac/sunitinib, aspirin/caffeine/orphenadrine, acetaminophen/butalbital, balsalazide, aspirin/dipyridamole, acetaminophen/butalbital/caffeine/codeine, naproxen/pseudoephedrine, acetaminophen/diphenhydramine/prednisolone, acetaminophen/diphenhydramine/methylprednisolone, acetaminophen/diphenhydramine, acetaminophen/cetirizine/prednisolone, racemic flurbiprofen, phenacetin, sulindac, nabumetone, etodolac, tolmetin, ketorolac, oxaprozin, mesalamine, salsalate, fenoprofen, salicylic acid, acetaminophen/caffeine/chlorpheniramine/hydrocodone/phenylephrine, bromfenac	5743	19225	29527			
PTPN7	BPTP-4, C920001D21RIK, HEPTP, LC-PTP, LPTP, protein tyrosine phosphatase, non-receptor type 7, PTPNI	protein tyrosine phosphatase, non-receptor type 7	PTPN7	30.06477127	-1.843747157	4.00775E-07	Cytoplasm	phosphatase		5778	320139	246781			
PTPRR	EC-PTP, Gmcp1, mPTP213, PC12-PTP1, PCPTP1, protein tyrosine phosphatase, receptor type R, protein tyrosine phosphatase, receptor type, R, PTP-SL, PTPBR7, PTPRQ, R-PTP-R, RPTPRR	protein tyrosine phosphatase, receptor type R	PTPRR	100.3253956	0.333329496	0.136393927	Plasma Membrane	phosphatase		5801	19279	94202			
RAC1	AL023026, D5Ertd559e, MIG5, MRD48, p21-RAC, p21-Rac1, Rac, Rac family small GTPase 1, RAS-related C3 botulinum substrate 1, ras-related C3 botulinum toxin substrate 1, TC-25	Rac family small GTPase 1	RAC1	15985.17927	0.24137109	3.22853E-05	Plasma Membrane	enzyme		5879	19353	363875			
ralimetinib	5-[2-tert-butyl-4-(4-fluorophenyl)-1H-imidazol-5-yl]-3-(2,2-dimethylpropyl)imidazo[4,5-b]pyridin-2-amine, 5-[2-tert-butyl-5-(4-fluoro-phenyl)-1H-imidazol-4-yl]-3-(2,2-dimethyl-propyl)-3H-imidazo[4,5-b]pyridin-2-ylamine, 862505-00-8, 862507-23-1, C24H29FN6, LSN2322600, LY2228820, LY2228820 dimesylate						Other	chemical drug					11539025	--	862505-00-8
regorafenib	4-(4-(((4-chloro-3-(trifluoromethyl)phenyl)carbamoyl)amino)-3-fluorophenoxy)-N-methylpyridine-2-carboxamide, 4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]-3-fluorophenoxy]-N-methylpyridine-2-carboxamide, 755037-03-7, BAY 73-4506, C21H15ClF4N4O3, Stivarga						Other	chemical drug					11167602	--	755037-03-7
RELA	NF KAPPA B subunit P65, NF _ B subunit P65, NF-kappa B, NF-_ B, NF-_B p65, NFKB3, NFkB, NFkB/p65, p65, p65 NFkappaB, p65 Nfkb, p65 NF_B, p65/Rela, RELA proto-oncogene, NF-kB subunit, v-rel reticuloendotheliosis viral oncogene homolog A (avian)	RELA proto-oncogene, NF-kB subunit	RELA	2235.702174	-1.346499466	1.38562E-65	Nucleus	transcription regulator	NF-kappaB decoy	5970	19697	309165			
RIPK1	D330015H01Rik, receptor (TNFRSF)-INTERACTING SERINE-THREONINE KINASE 1, receptor interacting serine/threonine kinase 1, Rinp, RIP, RIP-I, RIP1, Ripk1 predicted, TNRF interacting serine threonine kinase	receptor interacting serine/threonine kinase 1	RIPK1	1012.035613	-0.335528078	2.0676E-06	Plasma Membrane	kinase	GSK2982772	8737	19766	306886			
RPS6KA5	3110005L17RIK, 6330404E13Rik, AI854034, MSK1, MSPK1, ribosomal protein S6 kinase A5, ribosomal protein S6 kinase, polypeptide 5, RLPK, RLSK, S6K-alpha-5, S6K-_-5	ribosomal protein S6 kinase A5	RPS6KA5	146.0922238	-0.785214657	5.2082E-06	Nucleus	kinase		9252	73086				
RPTOR	4932417H02Rik, KOG1, Mip1, mKIAA1303, Rap, RAPTOR, regulatory associated protein of MTOR complex 1, regulatory associated protein of MTOR, complex 1, RGD1311784	regulatory associated protein of MTOR complex 1	RPTOR	2173.395573	0.273342105	6.58241E-05	Cytoplasm	other		57521	74370	287871			
RWJ 67657	215303-72-3, 3-butyn-1-ol, 4-(4-(4-fluorophenyl)-1-(3-phenylpropyl)-5-(4-pyridinyl)-1H-imidazol-2-yl)-, 4-(4-(4-fluorophenyl)-1-(3-phenylpropyl)-5-(4-pyridinyl)-1H-imidazol-2-yl)-3-butyn-1-ol, 4-[4-(4-fluorophenyl)-1-(3-phenylpropyl)-5-pyridin-4-ylimidazol-2-yl]but-3-yn-1-ol, C27H24FN3O						Other	chemical - kinase inhibitor					3008319	--	215303-72-3
Sapk	Stress-Activated Protein Kinases, Stress-responsive protein kinase						Nucleus	group							
Sb202190	152121-30-7, 4-(4-Fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)-1H-imidazole, 4-[4-(4-fluorophenyl)-5-pyridin-4-yl-1,3-dihydroimidazol-2-ylidene]cyclohexa-2,5-dien-1-one, C20H14FN3O, SKB202190						Other	chemical - kinase inhibitor					5353940	--	152121-30-7
SB203580	152121-47-6, 4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole, 4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine, C21H16FN3OS, SB2035850, SB203590, SB203850, sb208530, SB23580						Other	chemical - kinase inhibitor					176155	--	152121-47-6
selenite	14124-67-5, O3Se-2, selenite						Other	chemical toxicant					1090	HMDB0011119	14124-67-5
SH2D1A	DSHP, EBVS, Gm686, IMD5, LYP, MTCP1, RGD1562408, SAP, SAP/SH2D1A, SH2 domain containing 1A, SLAM, XLP, XLPD, XLPD1	SH2 domain containing 1A					Cytoplasm	other		4068	20400	501502			
SLC18A3	CMS21, rVAT, solute carrier family 18 (vesicular monoamine), member 3, solute carrier family 18 member A3, VACHT, VAT, Vchat, Vesicular Acetylcholine Transporter	solute carrier family 18 member A3					Plasma Membrane	transporter		6572	20508	60422			
SLC5A5	NIS, solute carrier family 5 (sodium iodide symporter), member 5, solute carrier family 5 member 5, TDH1	solute carrier family 5 member 5					Plasma Membrane	transporter		6528	114479	114613			
SOCS3	ATOD4, CIS3, CISH3, EF-10, Soc3, Sosc3, SSI-3, Suppressor of cytokine signaling 3	suppressor of cytokine signaling 3	SOCS3	919.8629199	-0.552988545	1.19428E-08	Cytoplasm	phosphatase		9021	12702	89829			
sodium chloride	"11062-32-1, 11062-43-4, 14762-51-7, 14784-90-8, 17112-21-9, 32343-72-9, 418758-90-4, 7647-14-5, 8028-77-1, ClNa, hypertonic saline, isotonic saline, NaCl, normal saline, saline, slow sodium, sodium chloride, sodium chloride, (22)na, sodium chloride, (24)naCl, sodium;chloride, table salt"						Other	chemical - endogenous mammalian					5234	--	17112-21-9
SOX9	2010306G03Rik, AV220920, CMD1, CMPD1, LOC100361122, mKIAA4243, SRA1, SRXX2, SRXY10, SRY, SRY (sex determining region Y)-box 9, SRY-box 9	SRY-box 9					Nucleus	transcription regulator		6662	20682	140586			
SP1	1110003E12RIK, AA450830, AI845540, Sp1 (trans spliced isoform), Sp1 transcription factor, Sp1-1, Trans-acting transcription factor 1	Sp1 transcription factor	SP1	5183.836506	-0.140875569	0.036822614	Nucleus	transcription regulator		6667	20683	24790			
