© 2000-2018 QIAGEN. All rights reserved.															
Symbol	Synonym(s)	Entrez Gene Name	Gene Symbol - human (HUGO / HGNC / Entrez Gene)	Expr Other	Expr Log Ratio	Expr p-value	Location	Family	Drugs	Entrez Gene ID for Human	Entrez Gene ID for Mouse	Entrez Gene ID for Rat	PubChem ID	HMDB ID	CAS ID
lithocholic acid	(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid, 3alpha-hydroxy-5beta-cholanate, 3alpha-hydroxy-5beta-cholanic acid, 434-13-9, 5-beta-cholan-24-oic acid, 3-alpha-hydroxy-, 5-_-cholan-24-oic acid, 3-_-hydroxy-, C24H40O3, cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)-, cholan-24-oic acid, 3-hydroxy-, (3-alpha,5-beta)- (9CI), cholan-24-oic acid, 3-hydroxy-, (3-_,5-_)-, cholan-24-oic acid, 3-hydroxy-, (3-_,5-_)- (9CI), LCA, lithocholate						Other	chemical - endogenous mammalian					9903	HMDB0000761	434-13-9
LY294002	154447-36-6, 2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one, 2-morpholin-4-yl-8-phenylchromen-4-one, 4H-1-benzopyran-4-one, 2-(4-morpholinyl)-8-phenyl-, C19H17NO3, LY29004						Other	chemical - kinase inhibitor					3973	--	154447-36-6
MAD2L2	2310033C13RIK, FANCV, G1-453-4, MAD2 mitotic arrest deficient-like 2, MAD2B, mitotic arrest deficient 2 like 2, POLZ2, repro22, REV7	mitotic arrest deficient 2 like 2	MAD2L2	2468.700034	-0.256032744	0.000963453	Nucleus	enzyme		10459	71890				
magnesium	7439-95-4, magnesium, Mg						Other	chemical - endogenous mammalian					5462224	--	7439-95-4
magnesium chloride	"7786-30-3, Cl2Mg, magnesium chloride, magnesium chloride hexahydrate, magnesium;dichloride"						Other	chemical drug					24584	--	7786-30-3
MARF1	4921513D23Rik, BC031575, C87306, CIT987SK-A-362G6, E030019O05, KIAA0430, LKAP, LMKB, LOC100504009, meiosis arrest female 1, meiosis regulator and mRNA stability factor 1, mKIAA0430, PPP1R34	meiosis regulator and mRNA stability factor 1	KIAA0430	309.9396485	-0.300505833	0.375660163	Cytoplasm	other		9665	223989				
MBD4	LOC679015, MED1, methyl-CpG binding domain 4 DNA glycosylase, methyl-CpG binding domain 4, DNA glycosylase, methyl-CpG binding domain protein 4	methyl-CpG binding domain 4, DNA glycosylase	MBD4	1253.699587	-0.098337563	0.288524798	Nucleus	enzyme		8930	17193	680915			
MCM7	AI747533, CDC47, D16Mgi24, mCDC47, MCM2, Mcmd7, minichromosome maintenance complex component 7, P1.1-MCM3, P1CDC47, P85MCM, PNAS146, PPP1R104	minichromosome maintenance complex component 7	MCM7	9898.020611	-0.642553856	5.94306E-33	Nucleus	enzyme		4176	17220	288532			
MDC1	6820401C03, AA413496, mediator of DNA damage checkpoint 1, mKIAA0170, NFBD1	mediator of DNA damage checkpoint 1	MDC1	1625.021119	1.360559055	3.2468E-109	Nucleus	other		9656	240087	309595			
MDM2	1700007J15Rik, AA415488, ACTFS, hdm2, HDMX, MDM2 proto-oncogene, MDM2-A1, MGC5370, Transformed 3t3 cell double minute 2, transformed mouse 3T3 cell double minute 2	MDM2 proto-oncogene	MDM2	1985.289088	0.309985136	0.136715403	Nucleus	transcription regulator	serdemetan, CGM097, DS-3032b, MK-8242, HDM201, ALRN-6924, idasanutlin, RO6839921, MI-773, RO-5045337, AMG-232, APG-115	4193	17246	314856			
MEIOC	C17orf104, Gm1564, Gm663, LOC100042456, meiosis specific with coiled-coil domain, RGD1563746	meiosis specific with coiled-coil domain	C17orf104	20.36165019	-0.522056653	0.361559332	Cytoplasm	other		284071	268491	303572			
methoxsalen	298-81-7, 7H-Furo(3,2-g)(1)benzopyran-7-one, 9-methoxy-, 8-methoxsalen, 8-methoxypsoralen, 8-Mop, 9-methoxyfuro[3,2-g]chromen-7-one, Ammodin, Ammoidin, C12H8O4, Meladinin, Meladinine, Meladoxen, Meloxine, Methoxa-Dome, Methoxalen, Methoxaten, New-Meladinin, Oxoralen, Oxsoralen, Oxsoralen Lotion, Oxsoralen-Ultra, Oxypsoralen, Proralone-Mop, Psoralen-Mop, Puvalen, Puvamet, Ultra Mop, Ultramop Lotion, Uvadex, Xanthotoxin, Xanthotoxine, Xanthoxin, Zanthotoxin						Other	chemical drug					4114	HMDB0014693	298-81-7
methyl methanesulfonate	66-27-3, C2H6O3S, methanesulfonic acid methyl ester, methanesulfonic acid, methyl ester, methyl mesylate, methyl methanesulfonate, methyl methanesulphonate, MMS						Other	chemical toxicant					4156	--	66-27-3
methylnitronitrosoguanidine	1-methyl-3-nitro-1-nitrosoguanidine, 70-25-7, guanidine, N-methyl-N'-nitro-N-nitroso-, MNNG, N-methyl-N'-nitro-N-nitrosoguanidine						Other	chemical toxicant					--	--	70-25-7
Mg2+	22537-22-0, magnesium ion, magnesium(2+), magnesium, ion (Mg2+), Mg+2						Other	chemical - endogenous mammalian					888	HMDB0000547	22537-22-0
MGMT	AGAT, AGT, AI267024, O-6-methylguanine-DNA methyltransferase, O6-ALKYLGUANINE DNA ALKYLTRANSFERASE	O-6-methylguanine-DNA methyltransferase	MGMT	152.4665656	0.029494649	0.899458023	Nucleus	enzyme	O6-benzylguanine, O6-alkylguanine-DNA alkyltransferase inhibitor	4255	17314	25332			
mir-17	C13orf25, HSA-MIR-106, hsa-mir-106a, hsa-mir-106b, hsa-mir-17, hsa-mir-18, HSA-MIR-18A, hsa-mir-18b, hsa-mir-20, hsa-mir-20a, hsa-mir-20b, HSA-MIR-20N, hsa-mir-91, hsa-mir-93, hsa-mir-93-2, MI0000092, MI0000096, microRNA 106a, microRNA 106b, microRNA 17, microRNA 18, microRNA 18a, microRNA 18b, microRNA 20, microRNA 20a, microRNA 20b, microRNA 93, mir-106, miR-17-prec, MIR106A, MIR106B, Mir17-1, Mir17-2, miR17-3p, MIR17-5p, MIR17HG, MIR18, MIR18A, MIR18B, MIR20, MIR20A, MIR20B, MIR91, MIR93, MIRH1, MIRHG1, MIRN106A, MIRN106B, MIRN17, Mirn17-1, Mirn17-2, MIRN18, MIRN18A, MIRN18B, MIRN20, MIRN20A, MIRN20B, MIRN9, MIRN91, MIRN93, miRNA17, miRNA18A, miRNA20A, miRNA91, mmu-mir-106a, mmu-mir-106b, mmu-mir-17, mmu-mir-18, mmu-mir-18a, mmu-mir-18b, mmu-mir-20a, mmu-mir-20b, mmu-mir-93, pre-miR-18a, rno-mir-106b, rno-mir-17-1, rno-mir-17-2, Rno-mir-17-5p, rno-mir-18a, rno-mir-20a, rno-mir-20b, rno-mir-93	microRNA 17					Cytoplasm	microRNA		574033|406953|574032|407050|406899|406952|406982|406900	100124431|723925|387139|723905|723829|723885|387135|723923	100314222|100314154|100314235|100314101|100314227|100313998|100314201			
mitomycin C	1404-00-8, 144085-53-0, 50-07-7, 74349-48-7, 7481-68-7, Ametycin, Ametycine, azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-1,1a,2,8,8a,8b-hexahydro-8-(hydroxymethyl)-8a-methoxy-5-methyl-, carbamate (ester), azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-8-(((aminocarbonyl)oxy)methyl)-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methyl-, (1aS,8S,8aR,8bS)-, azirino(2',3':3,4)pyrrolo(1,2-a)indole-4,7-dione, 6-amino-8-(((aminocarbonyl)oxy)methyl)-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methyl-, (1aS-(1aalpha,8beta,8aalpha,8balpha))-, C15H18N4O5, Mit-C, Mito-C, Mitocin-C, Mitogel, mitomycin, Mitomycin C, Mitomycin-C, Mitomycinum, Mitomycinum C, Mitosol, Mitozytrex, MMC, MP77-08, Muamycin, Mutamycin, Mytomycin, Mytozytrex, NSC 26980, RTGel with mitomycin C, RTGel with MMC, SR mitomycin C, sustained-release mitomycin C gel formulation, sustained-release mitomycin C hydrogel formulation						Other	chemical drug					5746	HMDB0014450	1404-00-8
MLH1	1110035C23Rik, AI317206, AI325952, AI561766, COCA2, FCC2, hMLH1, HNPCC, HNPCC2, mutL homolog 1	mutL homolog 1	MLH1	3324.112055	0.160876452	0.005826164	Nucleus	enzyme		4292	17350	81685			
MLH3	AV125803, BB126472, HNPCC7, mutL homolog 3	mutL homolog 3	MLH3	610.9953189	-0.236491717	0.021881671	Nucleus	other		27030	217716	314320			
MMS19	2410001K24Rik, 2610042O15Rik, AI316855, C79368, C86341, hMMS19, MET18, MMS19 (MET18 S. cerevisiae), MMS19 homolog, cytosolic iron-sulfur assembly component, MMS19 homolog, cytosolic iron-sulphur assembly component, MMS19L	MMS19 homolog, cytosolic iron-sulfur assembly component	MMS19	3937.71461	-0.109664227	0.062521608	Nucleus	transcription regulator		64210	72199	171124			
MNAT1	CAK ASSEMBLY FACTOR, CAP35, E130115E11RIK, MAT1, menage a trois 1, MNAT1, CDK activating kinase assembly factor, P36, RNF66, TFB3	MNAT1, CDK activating kinase assembly factor	MNAT1	583.8512565	0.367471342	0.000253103	Nucleus	other		4331	17420	266713			
MPG	3-MEADE DNA GLYCOSYLASE, 9830006D05, AAG, ADPG, AI326268, anpg, APNG, CRA36.1, MADG, MDG, Mid1, N-methylpurine-DNA glycosylase, PIG11, PIG16	N-methylpurine DNA glycosylase	MPG	696.6484553	0.551810642	1.58956E-08	Nucleus	enzyme		4350	268395	24561			
MRE11	ATLD, HNGS1, MRE11 homolog A, double strand break repair nuclease, MRE11 homolog, double strand break repair nuclease, MRE11A, MRE11A homolog A, double strand break repair nuclease, MRE11B	MRE11 homolog, double strand break repair nuclease	MRE11A	1426.426892	0.67106579	1.41276E-24	Nucleus	enzyme		4361	17535	64046			
MRN	MRE11-Rad50-NBS1, NBS1-Rad50-MRE11						Nucleus	complex							
MSH2	AI788990, COCA1, FCC1, hMSH2, HNPCC, HNPCC1, LCFS2, mutS homolog 2	mutS homolog 2	MSH2	4652.094181	1.167869806	1.3427E-151	Nucleus	enzyme		4436	17685	81709			
MSH3	D13Em1, DUP, FAP4, LOC100046843, MRP1, mutS homolog 3, Rep-3	mutS homolog 3	MSH3	705.2402833	0.627933749	1.34897E-11	Nucleus	enzyme		4437	17686	499505			
MSH6	AU044881, AW550279, GTBP, GTMBP, hMSH6, HNPCC5, HSAP, mutS homolog 6, p160	mutS homolog 6	MSH6	181.1420558	0.606144145	0.000796722	Nucleus	enzyme		2956	17688	100360342			
MTA1	metastasis associated 1	metastasis associated 1	MTA1	944.1441539	0.014795361	0.890797196	Nucleus	transcription regulator		9112	116870	64520			
MTOR	2610315D21Rik, AI327068, Flat, FRAP, FRAP1, FRAP2, FRB, mechanistic target of rapamycin (serine/threonine kinase), mechanistic target of rapamycin kinase, RAFT1, RAPT1, RRAFT1, SKS	mechanistic target of rapamycin kinase	MTOR	5429.949443	-0.010552274	0.897267001	Nucleus	kinase	ridaforolimus, OSI-027, methotrexate/sirolimus/tacrolimus, dactolisib, AZD8055, vistusertib, PF-4691502, apitolisib, PKI-179, everolimus/exemestane, lenalidomide/temsirolimus, cc-223, gedatolisib, imatinib/sirolimus, DS-7423, P7170, cyclosporine A/sirolimus/tacrolimus, LY3023414, mTOR inhibitor, PWT33597, PQR309, ME-344, VS-5584, everolimus/prednisone, everolimus/sorafenib, everolimus/gefitinib, everolimus/lenvatinib, sirolimus, temsirolimus, tacrolimus, mTOR inhibitor/tyrosine kinase inhibitor, everolimus/tamoxifen, everolimus, everolimus/fulvestrant, everolimus/letrozole, pimecrolimus	2475	56717	56718			
MUM1	2610019J09, 9430059D04Rik, EXPAND1, HSPC211, melanoma associated antigen (mutated) 1, UBE-1C2	melanoma associated antigen (mutated) 1	MUM1	2011.004883	-0.081776342	0.19458034	Nucleus	other		84939	68114	362838			
MUS81	1200008A18Rik, AI182501, AW045863, MUS81 structure-specific endonuclease subunit, SLX3	MUS81 structure-specific endonuclease subunit	MUS81	693.963048	0.208985259	0.049318174	Nucleus	enzyme		80198	71711	293678			
MutL alpha	MLH1-PMS2, MutL _						Nucleus	complex							
MutS alpha	hMutS alpha, hMutS _, MSH2-MSH6, MutS _						Nucleus	complex							
MutS beta	MutS _						Nucleus	complex							
MUTYH	5730495A01Rik, mutY DNA glycosylase, Mutyha, Mutyhalpha, Mutyhb, Mutyhbeta, Mutyhc, MYH	mutY DNA glycosylase	MUTYH	407.9240438	0.311135387	0.004092203	Nucleus	enzyme		4595	70603	170841			
MYBL1	A-MYB, G1-419-6, LOC645895, MYB proto-oncogene like 1, myeloblastosis oncogene-like 1, repro9	MYB proto-oncogene like 1	MYBL1	848.5217894	-0.191391346	0.161366358	Nucleus	transcription regulator		4603	17864	297783			
N-acetyl-L-cysteine	(2R)-2-acetamido-3-sulfanylpropanoic acid, (2R)-2-acetamido-3-sulphanylpropanoic acid, 18829-79-3, 19542-74-6, 616-91-1, 63664-54-0, ACC, Acetadote, acetylcysteine, acetylcysteine sodium, C5H9NO3S, Cetylev, cysteine, N-acetyl-, L-, Fluimucil, L-N-acetylcysteine, Lysox, Mucolysin, Mucomyst, N-acetyl-L-cysteine HCl, N-acetyl-L-cysteine hydrochloride, N-acetylcysteine, N-acetylcysteine HCl, N-acetylcysteine hydrochloride, NAC, Parvolex, sodium N-acetyl-L-cysteinate						Other	chemical drug					12035	HMDB0001890	19542-74-6
NABP1	4930434H03Rik, 4930442A21Rik, 4930488J04Rik, 4933440J18Rik, 5830411E10Rik, AI852561, Nbp1, nucleic acid binding protein 1, OBFC2A, RGD1306658, SOSS-B2, SSB2	nucleic acid binding protein 1	NABP1	1549.600586	-0.036452197	0.670337659	Nucleus	other		64859	109019	363227			
NABP2	2610036N15Rik, hSSB1, nucleic acid binding protein 2, OBFC2B, RGD1308158, SOSS-B1, SSB1	nucleic acid binding protein 2	NABP2	1204.132096	-1.332024053	1.16126E-54	Nucleus	other		79035	69917	362813			
NAE1	A-116A10.1, APPBP1, HPP1, NEDD8 activating enzyme E1 subunit 1, RGD1563180, ula-1	NEDD8 activating enzyme E1 subunit 1	NAE1	2635.180049	0.100327565	0.23118973	Cytoplasm	enzyme		8883	234664	84019			
NBN	AT-V1, AT-V2, ATV, NBS, NBS1, NIBRIN, P95	nibrin	NBN	2482.898968	0.314227213	2.33315E-07	Nucleus	other		4683	27354	85482			
NEIL1	2810450N13Rik, FPG1, hFPG1, NEH1, NEI1, nei endonuclease VIII-like 1 (E. coli), nei-like DNA glycosylase 1	nei like DNA glycosylase 1	NEIL1	280.6318236	-0.707936277	2.58188E-10	Nucleus	enzyme		79661	72774	367090			
NEIL3	AI449477, BC034753, C85903, FGP2, FLJ10858, FPG2, hFPG2, hNEI3, nei like 3 (E. coli), nei-like DNA glycosylase 3, NEI3, RGD1310562, ZGRF3	nei like DNA glycosylase 3	NEIL3	274.9153932	-0.154087136	0.265619367	Nucleus	enzyme		55247	234258	290729			
NFE2L1	AA408798, AW212678, HBZ17, LCR-F1, NRF1, Nuclear factor erythroid derivative 2a, nuclear factor, erythroid 2-like 1, nuclear factor, erythroid derived 2,-like 1, TCF-11	nuclear factor, erythroid 2 like 1	NFE2L1	8365.099475	0.116936331	0.023820581	Nucleus	transcription regulator		4779	18023	360610			
NHEJ1	1700029B21Rik, CERNUNNOS, non-homologous end joining factor 1, XLF	non-homologous end joining factor 1					Nucleus	other		79840	75570	363251			
nitric oxide	10102-43-9, Amidogen, oxo-, EDRF, inhaled nitric oxide, INOmax, Mononitrogen monoxide, nitric oxide, nitric oxide gas radical, Nitric oxide trimer, Nitrogen monooxide, nitrogen monoxide, nitrogen oxide (NO), nitrogen protoxide, Nitrosyl radical, NMO, NO						Other	chemical - endogenous mammalian					145068	HMDB0003378	10102-43-9
NME8	1700056P15Rik, CILD6, HEL-S-99, NM23-H8, NME/NM23 family member 8, SPTRX2, TXNDC3	NME/NM23 family member 8					Cytoplasm	kinase		51314	73412	364729			
NOP53	5330430H08Rik, 9430097C02Rik, AU041936, AW536441, D1Mgi9, GLTSCR2, NOP53 ribosome biogenesis factor, PICT-1, R74911	NOP53 ribosome biogenesis factor	GLTSCR2	5977.378761	0.36682817	3.79102E-06	Cytoplasm	other		29997	68077	292624			
NPAS2	bHLHe9, MOP4, neuronal PAS domain protein 2, PASD4	neuronal PAS domain protein 2	NPAS2	415.6353903	-1.836753021	2.39645E-59	Nucleus	transcription regulator		4862	18143	316351			
NPM1	B23, B23.1, B23NP, NO38, NPM, Nucleolar protein B23.2, NUCLEOPHOSMIN, nucleophosmin 1, NUMATRIN	nucleophosmin 1	NPM1	44359.96389	0.484501245	9.04591E-19	Nucleus	transcription regulator		4869	18148	25498			
NR2C2	mKIAA4145, nuclear receptor subfamily 2 group C member 2, nuclear receptor subfamily 2, group C, member 2, TAK1, TR4	nuclear receptor subfamily 2 group C member 2	NR2C2	968.7295481	-0.140138547	0.332912256	Nucleus	ligand-dependent nuclear receptor		7182	22026	50659			
NR4A1	Gfrp, GFRP1, Hbr-1, HMR, N10, NAK-1, NGFI-B, NP10, nuclear receptor subfamily 4 group A member 1, nuclear receptor subfamily 4, group A, member 1, NUR77, NUR77-1, NUR77-2, NURA, TIS1, TR3, TR3 ORPHAN receptor	nuclear receptor subfamily 4 group A member 1	NR4A1	383.7107665	-0.098195027	0.416207339	Nucleus	ligand-dependent nuclear receptor		3164	15370	79240			
NR4A2	HZF-3, NOT, nuclear receptor subfamily 4 group A member 2, nuclear receptor subfamily 4, group A, member 2, NURR1, Nurr2, RNR-1, TINOR, TINUR	nuclear receptor subfamily 4 group A member 2	NR4A2	87.25442175	-1.225536839	1.72721E-09	Nucleus	ligand-dependent nuclear receptor		4929	18227	54278			
NRAS	ALPS4, AV095280, C-N-Ras, c-N-ras p21, CMNS, DNA Segment, Chr 3, Mjeffers 1, NCMS, neuroblastoma ras oncogene, NRAS proto-oncogene, GTPase, NRAS1, NRASR, NS6, RAS, V-ras	NRAS proto-oncogene, GTPase	NRAS	7306.987455	0.753929669	4.93263E-30	Plasma Membrane	enzyme		4893	18176	24605			
NSMCE3	5730494G16RIK, AI642138, BB044375, HCA4, LICS, MAGE-G1 antigen, MAGEG1, MAGEL3, NDNL2, Necdin-like protein 2, NSE3, NSE3 homolog, SMC5-SMC6 complex component	NSE3 homolog, SMC5-SMC6 complex component					Nucleus	other		56160	66647	309259			
NTHL1	FAP3, hNTH1, nth (endonuclease III)-like 1 (E.coli), nth-like DNA glycosylase 1, NTH1, OCTS3, T4N5	nth like DNA glycosylase 1	NTHL1	376.6942052	0.440549905	0.000529122	Nucleus	enzyme		4913	18207	29541			
NU 1025	4(1H)-quinazolinone, 8-hydroxy-2-methyl-, 8-hydroxy-2-methyl-1H-quinazolin-4-one, 8-hydroxy-2-methylquinazolin-4(3H)-one, 90417-38-2, C9H8N2O2, NU-1064						Other	chemical toxicant					63306	--	90417-38-2
OGG1	8-oxoguanine DNA glycosylase, 8-oxoguanine DNA-glycosylase 1, FPG, HMMH, HOGG1, Mmh, MUTM, OGH1	8-oxoguanine DNA glycosylase	OGG1	907.4914822	0.018027022	0.856671005	Nucleus	enzyme		4968	18294	81528			
olaparib	4-[[3-[4-(cyclopropanecarbonyl)piperazine-1-carbonyl]-4-fluorophenyl]methyl]-2H-phthalazin-1-one, 763113-22-0, AZD2281, C24H23FN4O3, KU-0059436, Lynparza, olaparib cpd						Other	chemical drug					23725625	--	763113-22-0
OTUB1	AI850305, FLJ20113, HSPC263, OTB1, OTU deubiquitinase, ubiquitin aldehyde binding 1, OTU1, OTUBAIN 1	OTU deubiquitinase, ubiquitin aldehyde binding 1	OTUB1	2801.120891	0.349281975	0.00016407	Cytoplasm	enzyme		55611					
oxaliplatin	"(1R,2R)-cyclohexane-1,2-diamine;oxalic acid;platinum(2+), 1,2-diaminocyclohexane platinum oxalate, 1,2-diamminocyclohexane(trans-1)oxolatoplatinum(II), 61825-94-3, 63121-00-6, ACT 078, C8H16N2O4Pt+2, cis-((1R,2R)-1,2-cyclohexanediamine-N,N')(oxalato(2-)-O,O')platinum, cis-oxalato-(trans-l)-1,2-diaminocyclohexane-platinum(II), DACPLAT, Eloxatin, Eloxatine, Elplat, Foloxatine, L-OHP cpd, oxalato-(1,2-cyclohexanediamine)platinum II, oxalatoplatin, oxalatoplatinum, oxaliplatin, (SP-4-2-(1R-trans))-isomer, oxaliplatine, oxaloplatin, platinum(II)-1,2-cyclohexanediamine oxalate, Transplatin"						Other	chemical drug					6857599	HMDB0014667	63121-00-6
PALB2	4732427B05, BC066140, FANCN, FLJ21816, partner and localizer of BRCA2, PNCA3, RGD1304759	partner and localizer of BRCA2	PALB2	434.6595603	-0.379854207	0.000719289	Nucleus	other		79728	233826	293452			
PARG	AI413217, PARG99, poly (ADP-ribose) glycohydrolase	poly(ADP-ribose) glycohydrolase	PARG	1531.75946	0.32707313	9.82755E-08	Cytoplasm	enzyme		8505	26430	83507			
PARK7	CAP1, DJ-1, GATD2, HEL-S-67p, Parkinson disease (autosomal recessive, early onset) 7, Parkinsonism associated deglycase, SP22	Parkinsonism associated deglycase	PARK7	5260.971026	0.427385911	6.44655E-09	Nucleus	enzyme		11315	57320	117287			
PARP	Pap, Poly ADP-ribose polymerase, POLY(ADP-RIBOSE) POLYMERASE						Nucleus	group	niraparib, E-7016, talazoparib, poly ADP-ribose polymerase inhibitor, AZD-2461, BGB-290, niacinamide						
PARP1	5830444G22Rik, Adprp, Adprp1, ADPRT, ADPRT 1, AI893648, ARTD1, C80510, pADPRT-1, PARP, PARS, poly (ADP-ribose) polymerase family, member 1, POLY(ADP-RIBOSE) POLYMERASE 1, PPOL, sPARP-1	poly(ADP-ribose) polymerase 1	PARP1	10845.43519	0.094336534	0.052814292	Nucleus	enzyme	poly ADP ribose polymerase 1 inhibitor, veliparib, rucaparib, olaparib, niraparib, E7449, ABT-767, CEP-9722, fluzoparib, SC10914, simmiparib, INO-1001	142	11545	25591			
PARP1-XRCC1-DNA Ligase III							Nucleus	complex							
PARP2	ADPRT2, ADPRTL2, ADPRTL3, ARTD2, Aspartl2, C78626, pADPRT-2, poly (ADP-ribose) polymerase 2, poly (ADP-ribose) polymerase family, member 2	poly(ADP-ribose) polymerase 2	PARP2	1813.797126	-0.0895182	0.264204099	Nucleus	enzyme	veliparib, rucaparib, olaparib, niraparib, E7449, ABT-767, CEP-9722, fluzoparib, SC10914, simmiparib	10038	11546	290027			
PARP3	A930002C11Rik, ADPRT3, ADPRTL2, ADPRTL3, ARTD3, AW990611, IRT1, PADPRT-3, poly (ADP-ribose) polymerase family, member 3, poly(ADP-ribose) polymerase family member 3	poly(ADP-ribose) polymerase family member 3	PARP3	406.8402351	-1.022921325	3.57695E-20	Nucleus	enzyme	rucaparib, olaparib	10039	235587	300985			
PARP9	ARTD9, AW214463, Bagl, BAL, BAL1, BC003281, MGC:7868, poly (ADP-ribose) polymerase family, member 9, poly(ADP-ribose) polymerase family member 9, RGD1307534	poly(ADP-ribose) polymerase family member 9	PARP9	874.7016309	-2.694384178	7.6037E-168	Nucleus	enzyme		83666	80285	303905			
Paxip1	D5Ertd149e, LOC681792, PAX interacting (with transcription-activation domain) protein 1, PAX interacting protein 1, PTIP	PAX interacting (with transcription-activation domain) protein 1					Nucleus	other			55982	311944			
PAXX	BC029214, C9orf142, D930050G13Rik, non-homologous end joining factor, PAXX, non-homologous end joining factor, RGD1306215, XLS	PAXX, non-homologous end joining factor	C9orf142	825.8418339	0.027175876	0.847713539	Cytoplasm	other		286257	227622	296565			
PBRM1	2610016F04Rik, AI507524, BAF180, PB1, polybromo 1, RGD1565549	polybromo 1	PBRM1	1452.367963	0.6006128	0.000562083	Nucleus	other		55193	66923	306254			
PCNA	ATLD2, Pcna/cyclin, PCNAR, proliferating cell nuclear antigen	proliferating cell nuclear antigen	PCNA	7413.451797	0.162798681	0.003388984	Nucleus	enzyme		5111	18538	25737			
PD184352	2-(2-chloro-4-iodoanilino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide, 212631-79-3, benzamide, 2-((2-chloro-4-iodophenyl)amino)-N-(cyclopropylmethoxy)-3,4-difluoro-, C17H14ClF2IN2O2, CI 1040						Other	chemical drug					6918454	--	212631-79-3
PDGFRB	AI528809, CD140B, IBGC4, IMF1, JTK12, KOGS, PDFGR-beta, PDFGR-_, Pdgf receptor _, PDGF-R-beta, Pdgf-_ receptor, PDGFbetaR, PDGFR, PDGFR- _, PDGFR-1, PENTT, platelet derived growth factor receptor beta, platelet derived growth factor receptor _, platelet derived growth factor receptor, beta polypeptide, platelet derived growth factor receptor, _ polypeptide, platelet-derived growth factor-_ receptors, _ PDGF receptor	platelet derived growth factor receptor beta	PDGFRB	2148.216935	0.716801098	4.22841E-39	Plasma Membrane	kinase	dasatinib, sunitinib, pazopanib, axitinib, tivozanib, telatinib, tandutinib, nintedanib, regorafenib, JI 101, bortezomib/sorafenib, lapatinib/pazopanib, dexamethasone/lenalidomide/sorafenib, bevacizumab/sorafenib, imatinib/sirolimus, cytarabine/idarubicin/sorafenib, 5-azacytidine/sorafenib, decitabine/sorafenib, everolimus/sorafenib, docetaxel/nintedanib, imatinib, sorafenib, sorafenib/sulindac/sunitinib, imatinib/sunitinib, imatinib/nilotinib, dasatinib/nilotinib, crizotinib/pazopanib, decitabine/imatinib, orantinib, midostaurin, becaplermin	5159	18596	24629			
PDIA3	ER60, Erp, ERp57, ERp60, ERp61, Glucose Regulated Protein, 58kd, GRP57, GRP58, HEL-S-269, HEL-S-93n, Hs.308709, HsT17083, Microsomal CPT, Microsomal protease er-60, MTP, P58, PDI, PDI-Q2, PHOSPHOLIPASE C alpha, PHOSPHOLIPASE C _, PI-PLC, Pi-plc 1, Plca, PLC[a], Protein disulfide isomerase, protein disulfide isomerase associated 3, protein disulfide isomerase family A member 3, protein disulfide isomerase family A, member 3	protein disulfide isomerase family A member 3	PDIA3	16993.37029	-0.013863689	0.890466421	Cytoplasm	peptidase		2923	14827	29468			
peroxynitrite	19059-14-4, NO3-, oxido nitrite, peroxinitrite, peroxynitrile, peroxynitrite						Other	chemical toxicant					104806	HMDB0002179	19059-14-4
PIAS1	2900068C24Rik, DDXBP1, GBP, GU/RH-II, protein inhibitor of activated STAT 1, protein inhibitor of activated STAT, 1, ZMIZ3	protein inhibitor of activated STAT 1	PIAS1	2332.045656	0.265822336	1.17352E-05	Nucleus	transcription regulator		8554	56469	300772			
PIAS4	PIAS-gamma, PIAS-_, Piasg, PIASY, protein inhibitor of activated STAT 4, protein inhibitor of activated STAT, 4, ZMIZ6	protein inhibitor of activated STAT 4	PIAS4	1330.073642	0.408677933	9.51402E-09	Nucleus	transcription regulator		51588	59004	362827			
PIK3C2B	C2-PI3K, C330011J12, C330011J12Rik, Gm199, phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta, phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 _, phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta, phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 _, Pi3k _, PI3K-C2beta	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	PIK3C2B	398.3396125	-0.49329986	0.001607339	Cytoplasm	kinase		5287	240752	289021			
PMS1	HNPCC3, hPMS1, MLH2, PMS1 homolog 1, mismatch repair system component, PMSL1	PMS1 homolog 1, mismatch repair system component	PMS1	910.9978014	0.224529924	0.017762655	Nucleus	enzyme		5378	227099	494322			
